weapon_type,concept,level,name,description
지팡이,원소,17,+17강 원소 질서를 뒤흔드는 지팡이,"원소의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,원소,18,+18강 원소 세계를 삼키는 지팡이,"원소의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,원소,19,+19강 원소 모든 것을 집어삼킨 지팡이,"원소의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,원소,20,+20강 원소 그 자체가 된 지팡이,"원소의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,0,+0강 사령 흔적만 남은 지팡이,"사령의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,1,+1강 사령 깃든 지팡이,"사령의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,2,+2강 사령 뒤얽힌 지팡이,"사령의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,3,+3강 사령 잠식된 지팡이,"사령의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,4,+4강 사령 삼켜진 지팡이,"사령의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,5,+5강 사령 숨 쉬는 지팡이,"사령의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,6,+6강 사령 속삭이는 지팡이,"사령의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,7,+7강 사령 의지를 가진 지팡이,"사령의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,8,+8강 사령 시험하는 지팡이,"사령의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,9,+9강 사령 명령하는 지팡이,"사령의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,10,+10강 사령 주인이 된 지팡이,"사령의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,11,+11강 사령 굴복시킨 지팡이,"사령의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,12,+12강 사령 피를 요구하는 지팡이,"사령의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,13,+13강 사령 전장을 뒤덮는 지팡이,"사령의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,14,+14강 사령 영혼을 침식하는 지팡이,"사령의 힘이 지팡이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,15,+15강 사령 재앙이 된 지팡이,"사령의 힘이 지팡이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,16,+16강 사령 세계에 뿌리내린 지팡이,"사령의 힘이 지팡이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,17,+17강 사령 질서를 뒤흔드는 지팡이,"사령의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,18,+18강 사령 세계를 삼키는 지팡이,"사령의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,19,+19강 사령 모든 것을 집어삼킨 지팡이,"사령의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,사령,20,+20강 사령 그 자체가 된 지팡이,"사령의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,0,+0강 진리 흔적만 남은 지팡이,"진리의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,1,+1강 진리 깃든 지팡이,"진리의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,2,+2강 진리 뒤얽힌 지팡이,"진리의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,3,+3강 진리 잠식된 지팡이,"진리의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,4,+4강 진리 삼켜진 지팡이,"진리의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,5,+5강 진리 숨 쉬는 지팡이,"진리의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,6,+6강 진리 속삭이는 지팡이,"진리의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,7,+7강 진리 의지를 가진 지팡이,"진리의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,8,+8강 진리 시험하는 지팡이,"진리의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,9,+9강 진리 명령하는 지팡이,"진리의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,10,+10강 진리 주인이 된 지팡이,"진리의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,11,+11강 진리 굴복시킨 지팡이,"진리의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,12,+12강 진리 피를 요구하는 지팡이,"진리의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,13,+13강 진리 전장을 뒤덮는 지팡이,"진리의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,14,+14강 진리 영혼을 침식하는 지팡이,"진리의 힘이 지팡이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,15,+15강 진리 재앙이 된 지팡이,"진리의 힘이 지팡이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,16,+16강 진리 세계에 뿌리내린 지팡이,"진리의 힘이 지팡이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,17,+17강 진리 질서를 뒤흔드는 지팡이,"진리의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,18,+18강 진리 세계를 삼키는 지팡이,"진리의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,19,+19강 진리 모든 것을 집어삼킨 지팡이,"진리의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,진리,20,+20강 진리 그 자체가 된 지팡이,"진리의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,0,+0강 왜곡 흔적만 남은 지팡이,"왜곡의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,1,+1강 왜곡 깃든 지팡이,"왜곡의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,2,+2강 왜곡 뒤얽힌 지팡이,"왜곡의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,3,+3강 왜곡 잠식된 지팡이,"왜곡의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,4,+4강 왜곡 삼켜진 지팡이,"왜곡의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,5,+5강 왜곡 숨 쉬는 지팡이,"왜곡의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,6,+6강 왜곡 속삭이는 지팡이,"왜곡의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,7,+7강 왜곡 의지를 가진 지팡이,"왜곡의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,8,+8강 왜곡 시험하는 지팡이,"왜곡의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,9,+9강 왜곡 명령하는 지팡이,"왜곡의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,10,+10강 왜곡 주인이 된 지팡이,"왜곡의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,11,+11강 왜곡 굴복시킨 지팡이,"왜곡의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,12,+12강 왜곡 피를 요구하는 지팡이,"왜곡의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,13,+13강 왜곡 전장을 뒤덮는 지팡이,"왜곡의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,14,+14강 왜곡 영혼을 침식하는 지팡이,"왜곡의 힘이 지팡이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,15,+15강 왜곡 재앙이 된 지팡이,"왜곡의 힘이 지팡이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,16,+16강 왜곡 세계에 뿌리내린 지팡이,"왜곡의 힘이 지팡이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,17,+17강 왜곡 질서를 뒤흔드는 지팡이,"왜곡의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,18,+18강 왜곡 세계를 삼키는 지팡이,"왜곡의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,19,+19강 왜곡 모든 것을 집어삼킨 지팡이,"왜곡의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,왜곡,20,+20강 왜곡 그 자체가 된 지팡이,"왜곡의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,0,+0강 초월 흔적만 남은 지팡이,"초월의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,1,+1강 초월 깃든 지팡이,"초월의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,2,+2강 초월 뒤얽힌 지팡이,"초월의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,3,+3강 초월 잠식된 지팡이,"초월의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,4,+4강 초월 삼켜진 지팡이,"초월의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,5,+5강 초월 숨 쉬는 지팡이,"초월의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,6,+6강 초월 속삭이는 지팡이,"초월의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,7,+7강 초월 의지를 가진 지팡이,"초월의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,8,+8강 초월 시험하는 지팡이,"초월의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,9,+9강 초월 명령하는 지팡이,"초월의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,10,+10강 초월 주인이 된 지팡이,"초월의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,11,+11강 초월 굴복시킨 지팡이,"초월의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,12,+12강 초월 피를 요구하는 지팡이,"초월의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,13,+13강 초월 전장을 뒤덮는 지팡이,"초월의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,14,+14강 초월 영혼을 침식하는 지팡이,"초월의 힘이 지팡이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,15,+15강 초월 재앙이 된 지팡이,"초월의 힘이 지팡이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,16,+16강 초월 세계에 뿌리내린 지팡이,"초월의 힘이 지팡이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,17,+17강 초월 질서를 뒤흔드는 지팡이,"초월의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,18,+18강 초월 세계를 삼키는 지팡이,"초월의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,19,+19강 초월 모든 것을 집어삼킨 지팡이,"초월의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,초월,20,+20강 초월 그 자체가 된 지팡이,"초월의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,0,+0강 창조 흔적만 남은 지팡이,"창조의 힘이 지팡이에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,1,+1강 창조 깃든 지팡이,"창조의 힘이 지팡이에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,2,+2강 창조 뒤얽힌 지팡이,"창조의 힘이 지팡이에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,3,+3강 창조 잠식된 지팡이,"창조의 힘이 지팡이에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,4,+4강 창조 삼켜진 지팡이,"창조의 힘이 지팡이에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,5,+5강 창조 숨 쉬는 지팡이,"창조의 힘이 지팡이에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,6,+6강 창조 속삭이는 지팡이,"창조의 힘이 지팡이에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,7,+7강 창조 의지를 가진 지팡이,"창조의 힘이 지팡이에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,8,+8강 창조 시험하는 지팡이,"창조의 힘이 지팡이에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,9,+9강 창조 명령하는 지팡이,"창조의 힘이 지팡이에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,10,+10강 창조 주인이 된 지팡이,"창조의 힘이 지팡이에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,11,+11강 창조 굴복시킨 지팡이,"창조의 힘이 지팡이에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,12,+12강 창조 피를 요구하는 지팡이,"창조의 힘이 지팡이에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,13,+13강 창조 전장을 뒤덮는 지팡이,"창조의 힘이 지팡이에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,14,+14강 창조 영혼을 침식하는 지팡이,"창조의 힘이 지팡이에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,15,+15강 창조 재앙이 된 지팡이,"창조의 힘이 지팡이에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,16,+16강 창조 세계에 뿌리내린 지팡이,"창조의 힘이 지팡이에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,17,+17강 창조 질서를 뒤흔드는 지팡이,"창조의 힘이 지팡이에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,18,+18강 창조 세계를 삼키는 지팡이,"창조의 힘이 지팡이에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,19,+19강 창조 모든 것을 집어삼킨 지팡이,"창조의 힘이 지팡이에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
지팡이,창조,20,+20강 창조 그 자체가 된 지팡이,"창조의 힘이 지팡이에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,0,+0강 수호 흔적만 남은 방패,"수호의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,1,+1강 수호 깃든 방패,"수호의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,2,+2강 수호 뒤얽힌 방패,"수호의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,3,+3강 수호 잠식된 방패,"수호의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,4,+4강 수호 삼켜진 방패,"수호의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,5,+5강 수호 숨 쉬는 방패,"수호의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,6,+6강 수호 속삭이는 방패,"수호의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,7,+7강 수호 의지를 가진 방패,"수호의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,8,+8강 수호 시험하는 방패,"수호의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,9,+9강 수호 명령하는 방패,"수호의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,10,+10강 수호 주인이 된 방패,"수호의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,11,+11강 수호 굴복시킨 방패,"수호의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,12,+12강 수호 피를 요구하는 방패,"수호의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,13,+13강 수호 전장을 뒤덮는 방패,"수호의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,14,+14강 수호 영혼을 침식하는 방패,"수호의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,15,+15강 수호 재앙이 된 방패,"수호의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,16,+16강 수호 세계에 뿌리내린 방패,"수호의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,17,+17강 수호 질서를 뒤흔드는 방패,"수호의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,18,+18강 수호 세계를 삼키는 방패,"수호의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,19,+19강 수호 모든 것을 집어삼킨 방패,"수호의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,수호,20,+20강 수호 그 자체가 된 방패,"수호의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,0,+0강 불굴 흔적만 남은 방패,"불굴의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,1,+1강 불굴 깃든 방패,"불굴의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,2,+2강 불굴 뒤얽힌 방패,"불굴의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,3,+3강 불굴 잠식된 방패,"불굴의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,4,+4강 불굴 삼켜진 방패,"불굴의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,5,+5강 불굴 숨 쉬는 방패,"불굴의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,6,+6강 불굴 속삭이는 방패,"불굴의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,7,+7강 불굴 의지를 가진 방패,"불굴의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,8,+8강 불굴 시험하는 방패,"불굴의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,9,+9강 불굴 명령하는 방패,"불굴의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,10,+10강 불굴 주인이 된 방패,"불굴의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,11,+11강 불굴 굴복시킨 방패,"불굴의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,12,+12강 불굴 피를 요구하는 방패,"불굴의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,13,+13강 불굴 전장을 뒤덮는 방패,"불굴의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,14,+14강 불굴 영혼을 침식하는 방패,"불굴의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,15,+15강 불굴 재앙이 된 방패,"불굴의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,16,+16강 불굴 세계에 뿌리내린 방패,"불굴의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,17,+17강 불굴 질서를 뒤흔드는 방패,"불굴의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,18,+18강 불굴 세계를 삼키는 방패,"불굴의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,19,+19강 불굴 모든 것을 집어삼킨 방패,"불굴의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,불굴,20,+20강 불굴 그 자체가 된 방패,"불굴의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,0,+0강 반격 흔적만 남은 방패,"반격의 힘이 방패에 흔적만 남은 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,1,+1강 반격 깃든 방패,"반격의 힘이 방패에 깃든 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,2,+2강 반격 뒤얽힌 방패,"반격의 힘이 방패에 뒤얽힌 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,3,+3강 반격 잠식된 방패,"반격의 힘이 방패에 잠식 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,4,+4강 반격 삼켜진 방패,"반격의 힘이 방패에 삼켜진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,5,+5강 반격 숨 쉬는 방패,"반격의 힘이 방패에 숨 쉬는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,6,+6강 반격 속삭이는 방패,"반격의 힘이 방패에 속삭이는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,7,+7강 반격 의지를 가진 방패,"반격의 힘이 방패에 의지를 가진 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,8,+8강 반격 시험하는 방패,"반격의 힘이 방패에 시험하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,9,+9강 반격 명령하는 방패,"반격의 힘이 방패에 명령하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,10,+10강 반격 주인이 된 방패,"반격의 힘이 방패에 주인이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,11,+11강 반격 굴복시킨 방패,"반격의 힘이 방패에 굴복시킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,12,+12강 반격 피를 요구하는 방패,"반격의 힘이 방패에 피를 요구하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,13,+13강 반격 전장을 뒤덮는 방패,"반격의 힘이 방패에 전장을 뒤덮는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,14,+14강 반격 영혼을 침식하는 방패,"반격의 힘이 방패에 영혼을 침식하는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,15,+15강 반격 재앙이 된 방패,"반격의 힘이 방패에 재앙이  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,16,+16강 반격 세계에 뿌리내린 방패,"반격의 힘이 방패에 세계에 뿌리내린 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,17,+17강 반격 질서를 뒤흔드는 방패,"반격의 힘이 방패에 질서를 뒤흔드는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,18,+18강 반격 세계를 삼키는 방패,"반격의 힘이 방패에 세계를 삼키는 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,19,+19강 반격 모든 것을 집어삼킨 방패,"반격의 힘이 방패에 모든 것을 집어삼킨 단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
방패,반격,20,+20강 반격 그 자체가 된 방패,"반격의 힘이 방패에 그 자체가  단계로 스며들어, 이제는 사용자의 의지마저 시험한다."
